Jahr;Monat;Monatname;COICOP10;Produkt;VPI
2022;MONAT09;September;CC13-0321140200;Herrenhausschuhe;109.9
2022;MONAT09;September;CC13-0321150100;Herrensportschuhe;102.7
2022;MONAT09;September;CC13-0321210000;Pumps oder Freizeitschuhe für Damen;99.3
2022;MONAT09;September;CC13-0321240100;Damenhausschuhe;108.4
2022;MONAT09;September;CC13-0321250200;Damensportschuhe;105
2022;MONAT09;September;CC13-0321290100;Schnürsenkel, Einlegesohlen oder ähnliches Zubehör;111.5
2022;MONAT09;September;CC13-0321310300;Kinderschuhe;103.8
2022;MONAT09;September;CC13-0321310400;Kleinkinderschuhe;101.7
2022;MONAT09;September;CC13-0321340100;Kinderhausschuhe;105.3
2022;MONAT09;September;CC13-0322000200;Schuhreparatur;112.9
2022;MONAT09;September;CC13-0411011200;Nettokaltmiete Wohnung bis 70 m2, gebaut bis 1948;104.7
2022;MONAT09;September;CC13-0411014300;Nettokaltmiete Wohnung über 70 m2, gebaut bis 1948;104
2022;MONAT09;September;CC13-0411021400;Nettokaltmiete Wohnung bis 70 m2, gebaut ab 1949;103.8
2022;MONAT09;September;CC13-0411024300;Nettokaltmiete Wohnung über 70 m2, gebaut ab 1949;103.3
2022;MONAT09;September;CC13-0411024600;Nettokaltmiete Einfamilienhaus;102.7
2022;MONAT09;September;CC13-0412201100;Miete für Garage oder Stellplatz vom Vermieter;102.2
2022;MONAT09;September;CC13-0421011200;Unterstellte Miete Wohnung bis 70 m2, geb.bis 1948;104.7
2022;MONAT09;September;CC13-0421014300;Unterstellte Miete Wohnung über 70 m2,geb.bis 1948;104
2022;MONAT09;September;CC13-0421021400;Unterstellte Miete Wohnung bis 70 m2, geb. ab 1949;103.8
2022;MONAT09;September;CC13-0421024300;Unterstellte Miete Wohnung über 70 m2,geb. ab 1949;103.2
2022;MONAT09;September;CC13-0421024600;Unterstellte Miete Einfamilienhaus;102.7
2022;MONAT09;September;CC13-0431001000;Farben oder Lacke;112.5
2022;MONAT09;September;CC13-0431002000;Tapete, Wand- oder Deckenverkleidung;121.3
2022;MONAT09;September;CC13-0431006100;Tapetenkleister, Verdünnung oder Ähnliches;113.7
2022;MONAT09;September;CC13-0431007100;Parkett, Laminat oder andere harte Bodenbeläge;123.6
2022;MONAT09;September;CC13-0431009000;Gips, Duschkopf oder Ähnliches;110.1
2022;MONAT09;September;CC13-0432100400;Arbeiten an Gas-, Wasser- und Entwässerungsanlagen;126.6
2022;MONAT09;September;CC13-0432200200;Elektrikerarbeiten;125.9
2022;MONAT09;September;CC13-0432300100;Arbeiten an Heizungs- und Wassererwärmungsanlagen;124.9
2022;MONAT09;September;CC13-0432400100;Arbeiten von Malern oder Tapezierern;118.3
2022;MONAT09;September;CC13-0432500100;Tischlerarbeiten;128.2
2022;MONAT09;September;CC13-0432900100;Abschleifen und Versiegeln von Parkettfußboden;113.7
2022;MONAT09;September;CC13-0441000000;Frischwasser;105.4
2022;MONAT09;September;CC13-0442000000;Müllabfuhr;106.1
2022;MONAT09;September;CC13-0443000000;Abwasserentsorgung;103.3
2022;MONAT09;September;CC13-0444106200;Dienstleistungen für Gartenpflege;106.9
2022;MONAT09;September;CC13-0444107100;Grundsteuer B;101.1
2022;MONAT09;September;CC13-0444109100;Gebäudereinigung, Wartung von Aufzügen o.Ä.;107.6
2022;MONAT09;September;CC13-0444901100;Bürgersteigreinigung oder Straßenreinigung;102.8
2022;MONAT09;September;CC13-0444902100;Schornsteinfegerentgelt;107.5
2022;MONAT09;September;CC13-0451010000;Strom;121.9
2022;MONAT09;September;CC13-0452103000;Erdgas, ohne Betriebskosten;204.8
2022;MONAT09;September;CC13-0452105100;Betriebskosten für eine Gaszentralheizung;139.9
2022;MONAT09;September;CC13-0452200200;Flüssiggas, Füllung eines Tankbehälters;210.5
2022;MONAT09;September;CC13-0453001100;Leichtes Heizöl;303.7
2022;MONAT09;September;CC13-0453005100;Betriebskosten für eine Ölzentralheizung;139.9
2022;MONAT09;September;CC13-0454100200;Kohlebriketts;149.8
2022;MONAT09;September;CC13-0454900100;Brennholz, Holzpellets o.a. feste Brennstoffe;202.9
2022;MONAT09;September;CC13-0455002200;Fernwärme;138.6
2022;MONAT09;September;CC13-0511111100;Stuhl oder Eckbank;118.2
2022;MONAT09;September;CC13-0511111200;Wohnzimmertisch oder Esszimmertisch;116
2022;MONAT09;September;CC13-0511113100;Schlafsofa;116.2
2022;MONAT09;September;CC13-0511113300;Polstergarnitur;111.9
2022;MONAT09;September;CC13-0511114000;Wohnzimmerschrank oder Vitrine;116
2022;MONAT09;September;CC13-0511114300;Regal;116.1
2022;MONAT09;September;CC13-0511121100;Bett;117.9
2022;MONAT09;September;CC13-0511122100;Lattenrost oder Sprungrahmen;124.7
2022;MONAT09;September;CC13-0511124100;Matratze;117.3
2022;MONAT09;September;CC13-0511125200;Kleiderschrank;125.6
2022;MONAT09;September;CC13-0511133100;Schrankelement für Einbauküche;116.1
2022;MONAT09;September;CC13-0511139100;Küchenzeile oder Einbauküche;112.1
2022;MONAT09;September;CC13-0511141100;Badezimmermöbel;113.4
2022;MONAT09;September;CC13-0511200100;Gartenmöbel oder Campingmöbel;116
2022;MONAT09;September;CC13-0511301200;Deckenleuchte;110.1
2022;MONAT09;September;CC13-0511302100;Tischleuchte, Bodenleuchte oder andere Leuchte;110.3
2022;MONAT09;September;CC13-0511901100;Kindermöbel;122.4
2022;MONAT09;September;CC13-0511903200;Schreibtisch, Computertisch oder Schreibtischstuhl;119.9
2022;MONAT09;September;CC13-0511904100;Garderobenmöbel;110
2022;MONAT09;September;CC13-0512111200;Loser Teppich aus textilem Material;101.8
2022;MONAT09;September;CC13-0512120100;Teppichboden, Teppichfliesen oder Ähnliches;117.3
2022;MONAT09;September;CC13-0512200200;Linoleum oder anderer elastischer Bodenbelag;113.7
2022;MONAT09;September;CC13-0512300100;Verlegen und Fixieren von elastischen Bodenbelägen;116
2022;MONAT09;September;CC13-0513000200;Reparatur von Einrichtungsgegenständen;109.4
2022;MONAT09;September;CC13-0520101000;Gardine, Innenjalousie oder Ähnliches;110.5
2022;MONAT09;September;CC13-0520201000;Wolldecke, Bettdecke, Tagesdecke oder Ähnliches;112
2022;MONAT09;September;CC13-0520205000;Bettbezugsgarnitur oder Bettlaken;111.6
2022;MONAT09;September;CC13-0520301100;Tischdecke, Tischläufer oder Ähnliches;110.1
2022;MONAT09;September;CC13-0520302200;Handtuch;109.7
2022;MONAT09;September;CC13-0520901100;Badezimmerteppich oder Badezimmergarnitur;105.7
2022;MONAT09;September;CC13-0520902200;Sonnenschirm;122.1
2022;MONAT09;September;CC13-0531101100;Kühlschrank;111.6
2022;MONAT09;September;CC13-0531102100;Gefrierschrank oder Gefriertruhe;106.3
2022;MONAT09;September;CC13-0531103100;Kühl- und Gefrierkombination;103.1
2022;MONAT09;September;CC13-0531201200;Waschmaschine;103
2022;MONAT09;September;CC13-0531202100;Geschirrspülmaschine;106.1
2022;MONAT09;September;CC13-0531203100;Wäschetrockner;104.6
2022;MONAT09;September;CC13-0531303100;Herd mit Backofen;104.8
2022;MONAT09;September;CC13-0531304100;Mikrowellenherd;109.5
2022;MONAT09;September;CC13-0531420100;Kaminofen;129.5
2022;MONAT09;September;CC13-0531431100;Dunstabzugshaube, Ventilator oder Ähnliches;108
2022;MONAT09;September;CC13-0531500100;Staubsauger;104.1
2022;MONAT09;September;CC13-0531900200;Nähmaschine;101
2022;MONAT09;September;CC13-0532100100;Elektrisches Rührgerät oder Mixgerät;106.8
2022;MONAT09;September;CC13-0532201100;Kaffeemaschine, Teemaschine, Wasserkocher o.Ä.;111.9
2022;MONAT09;September;CC13-0532201300;Kaffeevollautomat oder Espressomaschine;105.4
2022;MONAT09;September;CC13-0532300200;Bügeleisen;109.6
2022;MONAT09;September;CC13-0532400100;Toaster oder Grillgerät;110.8
2022;MONAT09;September;CC13-0532900200;Eierkocher, Waffeleisen oder Ähnliches;109.9
2022;MONAT09;September;CC13-0533001100;Reparatur von Haushaltsgeräten;109.5
2022;MONAT09;September;CC13-0540101000;Tafelgeschirr aus Porzellan;108.4
2022;MONAT09;September;CC13-0540103100;Trinkgläser;112.8
2022;MONAT09;September;CC13-0540105100;Auflaufform, Schüssel oder Ähnliches;117.2
2022;MONAT09;September;CC13-0540201000;Besteck, Küchenmesser oder Ähnliches;105.9
2022;MONAT09;September;CC13-0540311100;Bratpfanne oder Kasserolle;109.9
2022;MONAT09;September;CC13-0540312100;Kochtopf;110.2
2022;MONAT09;September;CC13-0540321200;Küchenwaage, Rührlöffel, Stampfer oder Ähnliches;103.6
2022;MONAT09;September;CC13-0540323300;Frischhaltebehälter oder Vorratsbehälter;108.9
2022;MONAT09;September;CC13-0540324200;Bügelbrett;112.4
2022;MONAT09;September;CC13-0540325300;Wäschekorb, Klappbox oder Wanne;116.9
2022;MONAT09;September;CC13-0540326100;Babyflasche oder Ähnliches;121.3
2022;MONAT09;September;CC13-0540328300;Tafelgeschirr aus Metall, Kunststoff oder Holz;109.7
2022;MONAT09;September;CC13-0551101100;Motorrasenmäher;104.6
2022;MONAT09;September;CC13-0551102100;Schlagbohrer;105.2
2022;MONAT09;September;CC13-0551102200;Akkuschrauber oder Akkubohrschrauber;101
2022;MONAT09;September;CC13-0551200100;Miete von motorbetriebenem Großwerkzeug o. -gerät;103.3
2022;MONAT09;September;CC13-0552102000;Gartengeräte;112.4
2022;MONAT09;September;CC13-0552103100;Hammer, Schraubendreher oder Ähnliches;106.5
2022;MONAT09;September;CC13-0552103500;Malerpinsel oder Farbroller;110.2
2022;MONAT09;September;CC13-0552201200;Halogenlampe, Energiesparlampe oder LED-Lampe;105.2
2022;MONAT09;September;CC13-0552203100;Batterien;101.6
2022;MONAT09;September;CC13-0552205100;Steckdose, Stecker, Kabel oder Ähnliches;113.7
2022;MONAT09;September;CC13-0552205500;Rauchmelder, Bewegungsmelder oder Ähnliches;101.6
2022;MONAT09;September;CC13-0552209000;Schlösser, Schlüssel, Beschläge oder Ähnliches;111.3
2022;MONAT09;September;CC13-0561101100;Vollwaschmittel;113.8
2022;MONAT09;September;CC13-0561101200;Feinwaschmittel oder Spezialwaschmittel;123.3
2022;MONAT09;September;CC13-0561101300;Weichspüler, Stärke oder Ähnliches;126.3
2022;MONAT09;September;CC13-0561103100;Geschirrspülmittel;124.9
2022;MONAT09;September;CC13-0561105100;Sanitärreiniger;119.8
2022;MONAT09;September;CC13-0561105200;Glasreiniger, Möbelpflegemittel o.a. Pflegemittel;111
2022;MONAT09;September;CC13-0561105300;Allzweckreiniger o.a. Fußbodenreinigungsmittel;116.1
2022;MONAT09;September;CC13-0561107100;Schuhcreme oder anderes Schuhpflegemittel;113
2022;MONAT09;September;CC13-0561211100;Filterpapier, Pappbecher oder Ähnliches;111
2022;MONAT09;September;CC13-0561211200;Alufolie, Klarsichtfolie oder Ähnliches;144
2022;MONAT09;September;CC13-0561241100;Kerzen;128.3
2022;MONAT09;September;CC13-0561243100;Nägel, Schrauben oder Ähnliches;116.5
2022;MONAT09;September;CC13-0561249200;Klebstoff, Zündhölzer oder Ähnliches;107.6
2022;MONAT09;September;CC13-0561291000;Bürsten, Besen oder andere Reinigungsartikel;109.6
2022;MONAT09;September;CC13-0562100100;Dienstleistungen von Hauspersonal;120.7
2022;MONAT09;September;CC13-0562200100;Reinigung von Teppichen, Haushaltswäsche o.Ä.;108.1
2022;MONAT09;September;CC13-0562900200;Dienstleistung für die Haushaltsführung;112.7
2022;MONAT09;September;CC13-0611030100;Rezeptpflichtige Medikamente, GKV;99.8
2022;MONAT09;September;CC13-0611030200;Rezeptpflichtige Medikamente, PKV;102.2
2022;MONAT09;September;CC13-0611031000;Rezeptfreie Medikamente;109
2022;MONAT09;September;CC13-0611032100;Melissengeist, Gesundheitsbäder oder Ähnliches;104.3
2022;MONAT09;September;CC13-0612100100;Schwangerschaftstest oder Kondome;105.1
2022;MONAT09;September;CC13-0612903100;Wundpflaster oder andere Verbandstoffe;108
2022;MONAT09;September;CC13-0612905100;Fieberthermometer, Wärmflasche oder Ähnliches;100.3
2022;MONAT09;September;CC13-0613101000;Brille, Brillengläser oder Kontaktlinsen;104.4
2022;MONAT09;September;CC13-0613201000;Hörhilfen;103.1
2022;MONAT09;September;CC13-0613300000;Reparatur von Zahnersatz;101.8
2022;MONAT09;September;CC13-0613906100;Blutdruckmessgerät oder Ähnliches;110.8
2022;MONAT09;September;CC13-0613909100;Gehhilfe oder Alltagshilfe;107.1
2022;MONAT09;September;CC13-0621105100;Ärztliche Dienstleistungen der Allgemeinmedizin;100
2022;MONAT09;September;CC13-0621205000;Ärztliche Dienstl. der Fachmedizin, einschl. IGeL;100
2022;MONAT09;September;CC13-0622014000;Zahnärztliche Dienstleistungen;96.9
2022;MONAT09;September;CC13-0623102100;Laborleistungen und Strahlendiagnostik;100
2022;MONAT09;September;CC13-0623201000;Physiotherapie;108.9
2022;MONAT09;September;CC13-0623901000;Häusliche Krankenpflege o. Heilpraktikerleistungen;101.1
2022;MONAT09;September;CC13-0630010000;Stationäre Gesundheitsdienstleistungen;103.9
2022;MONAT09;September;CC13-0711100100;Neuer Pkw;112.2
2022;MONAT09;September;CC13-0711200100;Gebrauchter Pkw;126.9
2022;MONAT09;September;CC13-0712001100;E-Bike oder Pedelec;113.2
2022;MONAT09;September;CC13-0712003000;Krafträder ohne E-Bike oder Pedelec;109.5
2022;MONAT09;September;CC13-0713000100;Fahrrad;114.4
2022;MONAT09;September;CC13-0721111200;Pkw-Reifen;116.6
2022;MONAT09;September;CC13-0721129100;Reifen oder Schlauch für Fahrräder;102.1
2022;MONAT09;September;CC13-0721211100;Autobatterie;112.3
2022;MONAT09;September;CC13-0721212200;Wischerblätter o.a. Einzel- und Ersatzteil für Pkw;107
2022;MONAT09;September;CC13-0721216100;Autowachs, Lackpflegemittel oder Ähnliches;102.4
2022;MONAT09;September;CC13-0721220100;Sattel oder anderes Ersatzteil für Fahrräder;112.6
2022;MONAT09;September;CC13-0721311100;Navigationssystem;101.6
2022;MONAT09;September;CC13-0721319100;Automatten, Warndreieck o.a. Zubehör für Fahrzeuge;114
2022;MONAT09;September;CC13-0721320100;Zubehör für Fahrräder;103
2022;MONAT09;September;CC13-0722100100;Diesel, unter 60 Cetan;187.5
2022;MONAT09;September;CC13-0722100300;Diesel, 60 und mehr Cetan;174.7
2022;MONAT09;September;CC13-0722201100;Superbenzin, 95 Oktan;156.1
2022;MONAT09;September;CC13-0722204300;Superbenzin-plus;151.3
2022;MONAT09;September;CC13-0722301100;Autogas;180.6
2022;MONAT09;September;CC13-0722401100;Motorenöl;113.3
2022;MONAT09;September;CC13-0723011100;Pkw-Wäsche;108.3
2022;MONAT09;September;CC13-0723012100;Pkw-Inspektion;113.3
2022;MONAT09;September;CC13-0723012200;Wechseln der Bremsflüssigkeit bei Pkw;113.5
2022;MONAT09;September;CC13-0723014100;Fahrradinspektion;120
2022;MONAT09;September;CC13-0723021000;Pkw-Reparatur;111.9
2022;MONAT09;September;CC13-0724101200;Miete für Garage oder Stellplatz;105.1
2022;MONAT09;September;CC13-0724105100;Mietwagen;177.6
2022;MONAT09;September;CC13-0724105200;Carsharing;108.8
2022;MONAT09;September;CC13-0724201100;Straßenbenutzungsgebühr oder Ähnliches;111.5
2022;MONAT09;September;CC13-0724205000;Parkgebühr;109.4
2022;MONAT09;September;CC13-0724310100;Fahrschulunterricht für Pkw, Praxis;126
2022;MONAT09;September;CC13-0724310200;Fahrschulunterricht für Pkw, Theorie;131.5
2022;MONAT09;September;CC13-0724310300;Führerscheingebühr für Pkw;106.5
2022;MONAT09;September;CC13-0724321100;Zulassungsgebühr für Kraftfahrzeuge;100
2022;MONAT09;September;CC13-0724323100;Kraftfahrzeugsteuer;101.7
2022;MONAT09;September;CC13-0724329100;Hauptuntersuchung für Kraftfahrzeuge;107
2022;MONAT09;September;CC13-0724329200;Abgasuntersuchung für Kraftfahrzeuge;118.2
2022;MONAT09;September;CC13-0731111200;Bahnfahrt, Allgemeiner Nahverkehr;102.6
2022;MONAT09;September;CC13-0731112100;Bahnfahrt, Nahverkehr, Job- oder Schülerticket;102.8
2022;MONAT09;September;CC13-0731121200;Bahnfahrt, Allgemeiner Fernverkehr;91.6
2022;MONAT09;September;CC13-0731121300;Bahnfahrt, Fernverkehr, Job- oder Schülerticket;105.4
2022;MONAT09;September;CC13-0732102100;Fahrkarte für Fernbus;.
2022;MONAT09;September;CC13-0732201100;Taxifahrt;.
2022;MONAT09;September;CC13-0733100200;Flugticket, Inland, Business;78
2022;MONAT09;September;CC13-0733100300;Flugticket, Inland, Economy;133.4
2022;MONAT09;September;CC13-0733200310;Flugticket, europäisches Ausland, Business;120
2022;MONAT09;September;CC13-0733200320;Flugticket, europäisches Ausland, Economy;171.7
2022;MONAT09;September;CC13-0733200410;Flugticket, Afrika, Business;124.1
2022;MONAT09;September;CC13-0733200420;Flugticket, Afrika, Economy;130
2022;MONAT09;September;CC13-0733200510;Flugticket, Nordamerika, Business;163
2022;MONAT09;September;CC13-0733200520;Flugticket, Nordamerika, Economy;145.4
2022;MONAT09;September;CC13-0733200610;Flugticket, Mittelamerika, Business;131.4
2022;MONAT09;September;CC13-0733200620;Flugticket, Mittelamerika, Economy;110.1
2022;MONAT09;September;CC13-0733200710;Flugticket, Südamerika, Business;154.4
2022;MONAT09;September;CC13-0733200720;Flugticket, Südamerika, Economy;208.3
2022;MONAT09;September;CC13-0733200810;Flugticket, Asien/Australien, Business;126
2022;MONAT09;September;CC13-0733200820;Flugticket, Asien/Australien, Economy;132.7
2022;MONAT09;September;CC13-0734100100;Hochseeschifffahrt oder Küstenschifffahrt;106.4
2022;MONAT09;September;CC13-0734200100;Binnenschifffahrt;114.2
2022;MONAT09;September;CC13-0735011000;Einzel- oder Tageskarte Verbundverkehr, Erwachsene;105.1
2022;MONAT09;September;CC13-0735013100;Zeitkarte Verbundverkehr, Ausbildungstarif;102.9
2022;MONAT09;September;CC13-0735015000;Monatskarte Verbundverkehr, Erwachsene;103.3
2022;MONAT09;September;CC13-0736200100;Möbeltransport;114.6
2022;MONAT09;September;CC13-0810100200;Briefdienstleistungen;104.3
2022;MONAT09;September;CC13-0810900100;Paketdienstleistungen;102.3
2022;MONAT09;September;CC13-0820100300;Festnetztelefon;104.7
2022;MONAT09;September;CC13-0820200200;Mobiltelefon ohne Vertrag;104.4
2022;MONAT09;September;CC13-0820300100;Smartwatch, Fitness Tracker oder Ähnliches;85.1
2022;MONAT09;September;CC13-0820400100;Reparatur von Telefonen;99.9
2022;MONAT09;September;CC13-0830100200;Drahtgebundene Telekommunikationsdienstleistungen;101
2022;MONAT09;September;CC13-0830200100;Drahtlose Telekommunikationsdienstleistungen;96.1
2022;MONAT09;September;CC13-0830300100;Zugang zu Onlinediensten und zum Internet;99.7
2022;MONAT09;September;CC13-0830400100;Kombinierte Telekommunikationsdienstleistungen;100.5
2022;MONAT09;September;CC13-0911112000;Radio, ohne Autoradio;105
2022;MONAT09;September;CC13-0911141000;Hifi-Anlage, Lautsprecherboxen oder Ähnliches;103.9
2022;MONAT09;September;CC13-0911150100;Autoradio oder kombiniert mit Navigationsgerät;115
2022;MONAT09;September;CC13-0911210200;Fernsehgerät;92
2022;MONAT09;September;CC13-0911220100;Festplattenrecorder;104.4
2022;MONAT09;September;CC13-0911220200;DVD-Player oder Blu-ray-Player;105.3
2022;MONAT09;September;CC13-0911240200;Heimkino-Anlage;94.6
2022;MONAT09;September;CC13-0911250100;SAT-Anlage;102.4
2022;MONAT09;September;CC13-0911300100;MP3-Player oder Ähnliches;93.3
2022;MONAT09;September;CC13-0911901100;Kopfhörer;102.8
2022;MONAT09;September;CC13-0911909100;E-Book-Reader oder digitaler Bilderrahmen;101.6
2022;MONAT09;September;CC13-0912113100;Digitale Kamera;129.3
2022;MONAT09;September;CC13-0912120100;Digitaler Camcorder;129.1
2022;MONAT09;September;CC13-0912210300;Zoomobjektiv oder Ähnliches;124.4
2022;MONAT09;September;CC13-0912310200;Fernglas oder andere optische Geräte;107.9
2022;MONAT09;September;CC13-0913110100;Desktop-PC;101.8
2022;MONAT09;September;CC13-0913120100;Tragbarer Computer;113.6
2022;MONAT09;September;CC13-0913221300;Laserdrucker oder Tintenstrahldrucker;113.5
2022;MONAT09;September;CC13-0913225100;Scanner;113.5
2022;MONAT09;September;CC13-0913229200;Festplatte;111.7
2022;MONAT09;September;CC13-0913229300;Tastatur, Maus oder anderes Zubehör für PC;110
2022;MONAT09;September;CC13-0913230400;Monitor;100.4
2022;MONAT09;September;CC13-0913309100;Betriebssystem oder andere Computersoftware;92.1
2022;MONAT09;September;CC13-0914110000;Musik-CD oder Hörbuch;104.7
2022;MONAT09;September;CC13-0914120100;Film auf DVD oder Blu-ray;97.9
2022;MONAT09;September;CC13-0914140100;Musikdownload;101.6
2022;MONAT09;September;CC13-0914150100;Musik-Stream;105.4
2022;MONAT09;September;CC13-0914210000;CD-Rohlinge, Blu-ray Rohlinge oder Ähnliches;117.1
2022;MONAT09;September;CC13-0914910000;Speicherkarte oder USB-Stick;102.8
2022;MONAT09;September;CC13-0914990100;Fotoalbum oder Fotobuch zum Selbstgestalten;107.4
2022;MONAT09;September;CC13-0915000100;Reparatur an Unterhaltungselektronik;107.3
2022;MONAT09;September;CC13-0921101100;Wohnmobil;120.9
2022;MONAT09;September;CC13-0921102100;Wohnwagen;124.2
2022;MONAT09;September;CC13-0921103100;Anhänger für Kraftwagen;134.3
2022;MONAT09;September;CC13-0921302100;Außenbordmotor;112.2
2022;MONAT09;September;CC13-0921402100;Pferdegeschirr, Zügel, Sattel oder Ähnliches;116.3
2022;MONAT09;September;CC13-0921500100;Kanu oder Surfbrett;112.3
2022;MONAT09;September;CC13-0922111000;Musikinstrumente, einschließlich Zubehör;104.4
2022;MONAT09;September;CC13-0923001100;Veterinärleistung für Freizeitpferde und Ponys;101.3
2022;MONAT09;September;CC13-0931101100;Gesellschaftsspiel;101.2
2022;MONAT09;September;CC13-0931102100;PC-Spiel;89.3
2022;MONAT09;September;CC13-0931102200;Spielekonsole;93.3
2022;MONAT09;September;CC13-0931102300;Spiel für Spielekonsole;106.7
2022;MONAT09;September;CC13-0931201100;Puppe;104
2022;MONAT09;September;CC13-0931202100;Dreirad, Roller oder anderes Kindersportfahrzeug;115.1
2022;MONAT09;September;CC13-0931203100;Teddybär oder anderes Kuscheltier;112.2
2022;MONAT09;September;CC13-0931204000;Baukasten, Experimentierkasten oder Modellbausatz;103.6
2022;MONAT09;September;CC13-0931206100;Elektrische Modelleisenbahn o. Modellspielzeugauto;107.2
2022;MONAT09;September;CC13-0931206200;Kaufladen, Puppenhaus oder anderes Spielzeug;107.2
2022;MONAT09;September;CC13-0931207200;Dekorationsartikel für Feste;107.5
2022;MONAT09;September;CC13-0932111100;Fußball oder anderer Sportball;110.4
2022;MONAT09;September;CC13-0932112100;Ski, Snowboard oder anderer Wintersportartikel;115
2022;MONAT09;September;CC13-0932113100;Schläger, Bälle, Netz für Tennis oder Ähnliches;107.2
2022;MONAT09;September;CC13-0932118100;Inline-Skates, Schlittschuhe oder Rollschuhe;104
2022;MONAT09;September;CC13-0932118200;Fußballschuhe oder andere Spezialsportschuhe;104
2022;MONAT09;September;CC13-0932119100;Planschbecken, Taucherbrille oder Ähnliches;104.6
2022;MONAT09;September;CC13-0932124100;Fitnessgerät;108.1
2022;MONAT09;September;CC13-0932201000;Grill, Schlafsack, Zelt oder andere Campingartikel;110.7
2022;MONAT09;September;CC13-0933101100;Blumendünger, Rasendünger oder andere Düngemittel;112.6
2022;MONAT09;September;CC13-0933102200;Garten- und Blumenerde, Torf oder Ähnliches;115.8
2022;MONAT09;September;CC13-0933103100;Blumentopf, Blumenkasten oder Rankhilfe;111.1
2022;MONAT09;September;CC13-0933200100;Zimmerblume oder Zimmerpflanze;111.8
2022;MONAT09;September;CC13-0933200200;Beetpflanze, Gehölz, Freilandstaude oder Ähnliches;111.7
2022;MONAT09;September;CC13-0933221200;Schnittblumen;115.2
2022;MONAT09;September;CC13-0933229100;Gebühr für Blumen- oder Pflanzenzulieferung;108.3
2022;MONAT09;September;CC13-0934100100;Wellensittich, Zierfisch oder anderes Haustier;115.7
2022;MONAT09;September;CC13-0934201200;Vogelfutter;116.7
2022;MONAT09;September;CC13-0934201400;Hundefutter oder Katzenfutter;118.1
2022;MONAT09;September;CC13-0934202100;Futternapf, Vogelkäfig oder Ähnliches;110.2
2022;MONAT09;September;CC13-0934208100;Arzneimittel für Haustiere;104.9
2022;MONAT09;September;CC13-0934209100;Katzenstreu, Vogelsand oder Ähnliches;115.3
2022;MONAT09;September;CC13-0935001100;Tierärztliche Dienstleistung;101.3
2022;MONAT09;September;CC13-0935002100;Andere Dienstleistung für Haustiere;101.3
2022;MONAT09;September;CC13-0941101100;Besuch einer Sportveranstaltung;105.4
2022;MONAT09;September;CC13-0941102100;Besuch eines Vergnügungsparks;115.3
2022;MONAT09;September;CC13-0941210100;Besuch eines Schwimmbads;104.8
2022;MONAT09;September;CC13-0941220100;Gebühr für Fitnessstudio;105.6
2022;MONAT09;September;CC13-0941251100;Fahrt mit Seilbahn oder Skilift;112.5
2022;MONAT09;September;CC13-0941259100;Fischereiberechtigungsschein oder Ähnliches;106.2
2022;MONAT09;September;CC13-0941261100;Musikunterricht;104.3
2022;MONAT09;September;CC13-0942101100;Kinobesuch;108.5
2022;MONAT09;September;CC13-0942102000;Besuch von Oper, Musical oder Ähnlichem;104.2
2022;MONAT09;September;CC13-0942103000;Besuch eines Schauspiels;103.8
2022;MONAT09;September;CC13-0942200100;Museumsbesuch, Zoobesuch oder Ähnliches;107.3
2022;MONAT09;September;CC13-0942310200;Rundfunkbeitrag;104.9
2022;MONAT09;September;CC13-0942321100;Kabelgebühr;100.2
2022;MONAT09;September;CC13-0942323100;Gebühr für Pay-TV oder Video on Demand;107.9
2022;MONAT09;September;CC13-0942500000;Dienstleistungen von Fotolabors oder Ähnliches;110.5
2022;MONAT09;September;CC13-0943000100;Entgelt für Glücksspiele;110.5
2022;MONAT09;September;CC13-0951101000;Belletristik;105.1
2022;MONAT09;September;CC13-0951102000;Kinderbuch oder Jugendbuch;106.3
2022;MONAT09;September;CC13-0951200100;Schulbuch oder Lehrbuch;103.1
2022;MONAT09;September;CC13-0951301000;Sachbuch;105.4
2022;MONAT09;September;CC13-0951304100;Reiseführer;101.1
2022;MONAT09;September;CC13-0951309100;Noten;107.7
2022;MONAT09;September;CC13-0951402100;E-Book-Download;110.1
2022;MONAT09;September;CC13-0952111000;Tageszeitung;110.8
2022;MONAT09;September;CC13-0952112000;Wochenzeitung;109.9
2022;MONAT09;September;CC13-0952201000;Zeitschrift;110.4
2022;MONAT09;September;CC13-0953001100;Ansichtskarte oder Glückwunschkarte;105.7
2022;MONAT09;September;CC13-0953002100;Kalender;107.4
2022;MONAT09;September;CC13-0953003100;Landkarte, Straßenkarte oder Wanderkarte;101.3
2022;MONAT09;September;CC13-0954101100;Briefumschläge, Briefblock oder Briefpapier;118.8
2022;MONAT09;September;CC13-0954105100;Schulheft, Malblock oder Zeichenblock;111.6
2022;MONAT09;September;CC13-0954109100;Druckerpapier;139.9
2022;MONAT09;September;CC13-0954921000;Füllhalter, Kugelschreiber, Füllerpatronen o.Ä.;109.2
2022;MONAT09;September;CC13-0954923000;Bleistift, Farbstift, Farbkasten oder Ähnliches;105.5
2022;MONAT09;September;CC13-0954925100;Aktenordner, Locher oder anderer Büroartikel;113.9
2022;MONAT09;September;CC13-0954925300;Druckerpatrone;108.6
2022;MONAT09;September;CC13-0960100100;Pauschalreise im Inland;120
2022;MONAT09;September;CC13-0960200210;Pauschalreise, Kanaren;120.3
